22024
74507	4941	1206
66399	14532	999
48399	38811	449
35076	59554	1206
56874	16586	819
76775	92808	465
39562	49872	642
25951	53297	1233
19873	20553	959
61303	30230	959
22126	92220	326
53682	82738	270
43817	77048	270
13611	56103	548
79282	16482	1001
10752	90059	964
57489	11453	1248
46071	10459	1302
100595	70978	589
92942	85075	413
50406	33137	959
92145	28791	326
3590	54086	403
94858	15447	1233
90621	82163	1266
25070	27161	782
98947	28018	1006
87092	90059	326
69349	53868	548
2663	98459	1233
67221	78986	642
77219	72418	959
65077	42062	589
4814	59554	1206
66770	90059	326
85973	63104	1173
68388	56103	548
17044	1862	1173
96724	78986	642
20088	5377	1006
52949	58497	1019
66930	21506	1233
93014	76560	1219
48854	28791	326
2950	39351	703
60872	45960	190
33962	69907	1019
37655	56103	548
17691	90059	326
63158	4941	1206
173	33341	270
54348	57105	952
63317	80640	270
434	17154	1248
599	53868	913
93997	34080	326
47040	4001	373
56859	96193	1019
65576	70633	1233
20106	67723	550
54887	28791	326
81324	32814	270
98864	10192	985
19501	32453	1233
12252	16632	490
83393	65415	1248
13877	56103	548
49773	9282	403
45149	90312	1248
85510	53868	548
8998	99089	1173
100571	17154	1248
89685	90059	326
10481	90059	326
9749	13742	941
78788	4237	630
25774	59490	185
28270	4513	1248
38854	90059	326
49239	90063	1233
59979	59554	1206
51182	90059	326
27360	6951	1233
29460	17154	1233
35616	75995	270
76750	5119	1248
90080	17154	1233
43433	52223	959
37818	83822	1248
79571	59554	1206
87408	24080	326
24625	30230	959
41700	73725	1228
423	90075	1052
34727	25797	657
51375	35919	782
80567	100248	1233
33823	47953	657
3366	16247	959
8265	56103	548
91880	93825	895
21352	53195	959
35535	96193	1019
11988	50114	959
61722	63104	1173
98092	90059	964
30077	84742	1248
67716	56103	548
53700	82289	612
83732	41762	959
63320	90059	964
3927	20995	703
93518	59582	1233
41989	36870	599
62571	53868	548
60625	5598	1266
81496	26082	564
45136	35584	672
19130	2518	1019
23546	56103	548
28371	4941	1206
23395	23552	1233
60773	50908	959
7716	29877	270
91892	91481	1248
97465	53868	548
67275	56103	548
93783	66770	999
15829	75345	1228
29134	53868	548
14059	4941	1206
86724	4941	1206
68043	4941	1206
71448	53868	913
43128	72019	1233
60633	16847	1228
89003	4941	1206
64174	90059	964
39204	66654	1279
52010	25670	1233
89881	67532	715
71941	69670	959
57417	51314	1233
98275	60404	1248
66662	42980	1135
4678	10459	1302
75832	60931	642
61350	64144	548
47916	15447	1233
9412	87451	599
31617	40303	657
43968	84745	1228
10852	4941	1206
6435	4941	1206
60852	53868	548
85191	86047	984
67656	56103	548
13670	72841	1233
87520	66040	1135
6191	22485	200
34765	55997	730
93714	22750	1006
43179	14509	999
61484	100160	941
85687	90059	326
47521	94581	548
90054	90059	1248
24687	42079	476
88314	39351	234
74942	10873	599
10071	56103	548
58807	73739	270
20977	47855	413
2339	90059	326
38236	90059	326
37882	59829	959
46576	17541	1248
37776	17504	1266
63090	50702	1248
23267	59554	1206
38370	3771	490
60627	63104	1173
42976	53868	548
27192	54444	1233
63115	39722	1248
87537	86888	999
78601	90059	964
40439	4941	1206
22294	85086	782
86876	90059	326
65223	31812	373
36696	10910	326
99196	52737	1233
77009	96193	1019
5982	27945	1248
71457	37967	959
23134	90059	964
21749	90059	1248
100452	34765	703
41877	93534	832
74182	17502	1233
37207	2882	1248
99576	53868	548
54027	79995	1019
35389	45960	190
66489	67387	1233
11929	73999	1233
43300	53868	548
34750	32453	1083
2027	25670	1233
15426	90059	326
79702	71517	1233
67388	73491	1248
40830	70633	1248
19798	30170	173
12938	4941	1206
76025	4941	1206
22048	30298	672
59613	55488	490
53645	97034	488
9731	67242	1173
32287	4941	1206
85777	25777	959
52061	33444	1233
73246	91144	999
30297	56103	548
74297	9851	423
45879	15447	1233
76390	88798	999
48417	87766	326
81441	25325	470
69673	50035	1248
25452	82752	1248
52370	98746	270
91693	90059	964
83818	29423	413
10234	56103	548
42432	4941	1206
34831	53868	548
55494	59582	1248
48634	38271	1248
99272	96193	1019
16847	86854	295
77205	56119	1161
64773	13902	1248
47732	47238	1248
16864	55133	589
67377	39351	234
34266	59554	1206
30310	78559	1006
18675	56103	548
37945	16826	599
87294	56103	548
67708	25670	1233
30996	71635	1173
95187	17154	1248
66053	63017	326
4023	63504	1248
69191	19313	999
47787	72841	1233
11055	90059	326
90295	34880	326
69291	8434	548
6626	98221	1233
17917	72841	268
55577	90554	959
86387	15447	1233
51579	69059	326
50503	53626	1006
28224	56103	548
38715	90059	326
47519	28791	964
4071	23338	1248
38331	63532	73
41857	90059	326
92934	71865	117
89888	17154	1233
52397	53868	913
84337	4941	1206
14173	74882	488
76855	90059	326
56695	79783	21
84889	45491	413
10451	61073	543
72479	20995	234
18676	4941	1206
21681	65061	234
7733	77023	428
9569	56103	548
3303	8200	129
17285	47138	1248
69713	90059	964
48440	58467	589
27313	4941	1206
68888	53868	548
29203	28791	326
49538	96193	1019
28887	14532	326
52122	64515	1248
20641	56103	548
62697	2175	280
23257	70471	819
21973	56103	548
26936	15447	1233
16641	8860	959
33406	4941	1206
96510	90059	326
56695	25670	1083
57285	49062	270
74775	887	270
47060	49594	782
31990	67403	657
41365	62064	39
74822	71234	964
65383	39310	959
20852	4941	1206
11552	53868	548
84488	75069	1248
45819	100069	326
60454	90059	326
88850	90059	964
9461	91897	490
53311	90059	326
77536	33444	1233
5333	4941	1206
22367	90059	964
45892	38375	1233
4774	33289	1228
