71595
67964	79483	7
23316	74596	1326
33684	81391	823
72205	89872	811
28275	32578	1131
49882	56688	884
31482	76820	1142
4661	61931	1326
83426	42086	1142
72624	39665	192
80551	44982	7
21683	12245	49
10791	20797	49
69397	17660	344
2930	2160	49
79504	37205	1142
38323	98907	823
68901	90059	738
9500	36298	823
23194	65058	1175
32639	12798	756
6951	68759	823
70552	97922	1281
30678	18813	525
11725	76047	186
60593	70004	738
71881	21013	494
39536	54303	1281
13234	59057	49
4073	98225	738
80495	48234	1142
16705	19847	1142
38125	18831	498
25027	26133	49
72064	91259	297
2701	34659	884
71913	52607	1326
50701	99836	823
90876	79086	1142
4350	14439	7
82154	97774	1131
13088	64816	884
39436	32344	7
68308	39291	884
99426	37597	884
55375	27439	884
52045	28751	756
75752	57954	584
71879	5043	498
76073	60537	458
2908	67061	582
72253	94955	66
52079	86636	1142
81931	42078	884
54586	4661	7
100697	14242	1326
28749	17	49
54380	23812	823
89752	98156	1142
4661	84521	1326
48675	20037	738
41092	8252	1281
17858	38323	738
75703	25021	1142
16443	6929	884
95384	40108	1281
91882	23291	1326
74665	76437	1281
29080	67306	392
30232	70168	7
32801	63418	584
59948	25027	1281
89025	37540	49
74068	67147	584
50749	100697	7
86	48155	1142
25063	16353	1209
99737	65981	1142
95991	18634	884
59603	58429	1326
42776	70462	584
73967	52651	498
75176	11483	884
12942	58864	1326
76355	73802	694
13234	25521	49
7763	28742	498
6800	9500	738
61043	55595	694
32431	28749	1281
100697	67550	1326
4920	13263	1188
74780	76192	823
2803	75528	694
20791	3106	7
1122	16174	392
15778	33312	884
53198	22008	582
100362	7126	494
77588	2056	738
3752	95269	1281
76913	87285	823
74754	46773	582
8142	52003	1142
20295	10586	1326
18609	60818	1193
18350	72518	49
57410	74957	7
65811	43235	582
70321	28013	627
12942	54825	1326
90808	90059	738
87530	87364	1131
70519	19890	884
74780	1207	823
65017	45985	1281
92954	80242	498
65519	78737	650
908	68084	1310
29854	90768	1142
94136	71257	525
50426	30749	582
65869	33846	884
24937	100701	458
12960	24910	738
60138	99817	884
74957	12396	1326
10411	76776	1142
71816	18939	1235
99286	82083	1184
78913	20502	884
60628	59956	694
25670	71036	1235
9500	77394	823
