21945
61319	51423	839
61476	82258	139
70633	45105	686
81822	9318	1016
28791	69220	1016
72554	50433	389
56103	49378	389
28791	66396	510
9007	77041	526
76560	42295	1232
25957	31753	139
58497	32845	387
28791	70071	1016
41793	42947	139
90887	30370	1016
4941	53952	527
60931	7123	342
70633	79634	139
28791	47130	829
56103	19616	389
22568	99425	903
35645	84095	272
91503	50128	336
49872	57236	342
59414	52608	526
4941	54492	527
44979	53625	792
4941	59627	527
51723	15311	1016
1091	32322	139
49055	43189	175
54638	70999	894
53868	10055	690
96944	90397	80
13319	89559	139
4265	10985	561
90059	24524	1016
91897	84355	526
77443	73611	139
58497	52196	387
38651	33369	526
53868	76662	690
56103	96040	389
57941	33559	839
69059	55812	1016
23605	55699	854
90059	86539	1016
17614	64706	846
87451	59414	336
32453	97840	139
59582	67840	139
32453	27107	139
4941	39265	527
53868	45900	690
65365	82295	139
42488	43459	658
56103	77241	389
8860	28696	903
53868	83895	389
93860	67875	847
19413	63909	1016
71668	59228	526
56103	24606	389
4941	25348	527
87132	13960	80
54997	62969	658
10873	75546	139
49679	71294	175
39457	22084	903
61932	72380	894
4499	6877	770
90059	70928	1016
87427	10965	839
4941	53207	527
1091	14167	139
56103	77857	389
53868	25906	690
87315	68277	398
96193	32259	387
4941	87638	527
30525	22549	342
55572	61002	1016
79966	91758	336
90059	9513	829
3417	83837	1232
53868	12201	389
20553	40736	903
90059	47792	1016
90059	58446	1016
4941	3723	527
87766	15158	1016
53868	31022	690
69706	22119	526
54303	86832	389
4941	6073	527
60334	100414	526
90059	98534	1016
61313	3660	1016
53868	77262	690
59970	88631	1180
15447	65452	686
47855	60686	139
32453	89123	526
53868	2652	690
56103	86282	389
99089	23058	839
34770	55481	561
90059	13090	526
97470	5622	622
56108	19063	903
55572	46231	1016
81822	46521	829
38513	71441	903
4941	37187	527
20553	62816	903
16153	97501	686
53485	33982	1231
4941	7322	527
77543	42512	903
90059	5931	829
78986	89742	342
4941	93799	527
50749	52031	356
18701	87001	1240
22702	48085	846
13935	25455	839
90059	94917	829
4941	15588	527
58539	12439	139
61226	10188	561
6951	18787	139
81357	59822	139
22485	67518	621
4941	75989	527
81284	42896	846
85742	37278	903
37967	59348	903
38375	54909	336
1122	62444	327
17368	19817	893
7561	12470	854
25670	20872	526
95443	15003	1232
77772	94110	139
96193	73542	387
82756	90684	501
85082	11392	67
53868	82958	389
92091	33788	336
9710	69191	80
76687	68828	139
90059	67540	1016
99089	45202	839
69019	89885	846
14532	96723	1016
59581	81598	139
95351	87587	1316
58467	48440	561
90059	99778	829
45960	15842	1017
9289	32890	80
71234	30953	510
99089	65849	839
90059	585	1016
35551	56445	356
92008	53814	389
69393	96293	1136
15732	80951	1259
56103	51548	389
79980	20713	846
94072	84230	1316
53195	27893	903
70633	88791	526
61226	49481	561
41732	12127	903
90059	94384	1016
77443	64059	139
14706	35557	454
4941	33294	527
23196	75551	1016
4248	66674	1180
48396	56441	526
90059	67701	1016
32453	38156	139
66927	39028	1260
60931	87886	342
4941	20539	527
25670	24819	139
4941	931	527
89197	49925	526
53456	6020	254
72381	98367	846
15877	15064	1016
16846	1915	1168
4941	6726	527
25118	31617	336
56103	94442	389
56103	10724	389
81891	21821	555
6625	82496	658
66721	74814	770
53868	98552	690
87114	8822	894
65365	9243	336
4941	76025	527
82098	38953	854
46121	19256	686
3726	629	1060
56103	86151	389
56103	13642	389
56103	78414	389
21938	22929	903
80950	47789	846
90059	42432	1016
71234	28610	829
40520	16837	847
56103	18978	389
11873	50177	139
4941	42369	527
80540	36700	1113
4941	15675	527
23196	96277	1016
55572	62242	1016
62489	77268	139
4941	97118	527
5364	10183	389
53868	27498	389
67379	44395	846
4941	93727	527
42449	91840	717
90059	5681	1016
90059	50649	829
93860	6913	526
8954	6389	829
54668	77472	903
18264	11457	854
81763	33296	675
92998	38500	526
4941	5380	527
84055	87005	224
58497	20494	387
56894	55600	829
90059	7377	829
4941	45843	527
53868	49574	389
56344	81328	903
4941	15425	527
21670	85943	52
19013	100224	846
72554	70009	389
38513	89879	903
58798	68780	526
4941	92459	527
81566	76459	794
12967	81659	526
76560	65477	1232
28791	89468	510
90059	66229	1016
56103	39206	389
13319	21653	526
60269	99764	839
80638	8613	846
56103	11570	389
90059	42157	829
37773	94892	1072
55572	52112	1016
16247	72193	903
80251	39682	163
78600	17114	561
78623	11744	526
70177	84831	736
56103	19990	389
19481	43484	1107
61215	23269	839
55572	16598	1016
89303	59185	526
22546	92397	770
66104	13403	139
83836	3679	251
90059	82397	1016
21506	21242	336
48132	25263	526
64515	89697	686
17541	96132	686
90059	10179	1016
85742	7771	903
53868	26375	389
72554	25770	389
13503	56527	526
90059	36222	829
93003	53528	1070
45960	6469	1017
20149	69191	80
90059	58051	1016
55572	99932	1016
59554	90084	527
18131	57220	846
59582	57523	139
90059	49781	829
56103	41861	389
76319	40150	139
56103	80448	389
90059	1717	1016
66040	82740	885
90059	36812	1016
43456	12102	903
89197	64124	139
56103	86770	389
90059	309	1016
90059	66509	1016
93003	74421	1070
76204	86063	526
32292	93414	1232
25670	52527	139
53868	41711	389
99684	99932	327
90059	3438	1016
4941	7537	527
90059	66770	1016
17154	17289	139
572	99065	903
84652	80476	454
1091	53561	139
60931	9607	342
56108	72322	903
56103	35478	389
92220	16901	1016
66800	98298	1016
19450	24372	794
24981	5404	139
31698	70534	139
39722	56714	139
68127	46830	139
67996	100244	846
58497	26019	387
41521	857	139
15447	24862	139
38513	72244	903
75553	3730	903
53868	27650	389
60931	11413	342
4941	22566	527
4941	71893	527
59554	18888	527
71234	47740	1016
54675	57894	1240
69467	83556	903
30230	38626	903
90059	17466	829
65525	69316	526
48396	37955	139
23429	84867	139
90059	96425	1016
53868	86098	389
16890	10998	417
79995	24856	387
90059	66671	1016
75069	46860	139
45960	4899	1017
34687	82598	526
59554	61683	527
56103	72504	389
28791	32071	510
50128	23215	139
14370	19723	526
2882	67674	526
1165	39665	175
50128	54514	526
53868	29341	389
33444	83867	139
45960	38333	1017
18359	9330	1232
572	2031	903
41732	56902	903
11414	82602	686
74830	48267	67
100476	53785	336
86046	62012	139
49872	71379	342
69514	21407	854
97047	80936	724
66104	37816	526
90059	43095	1016
5220	92470	1180
96193	36342	387
55018	14700	847
69467	71609	903
4941	63754	527
56103	2180	389
56103	162	389
90059	74249	1016
59554	58343	527
11317	51307	454
57511	33570	846
90059	44237	1016
4941	30652	527
59554	83284	527
55572	30250	1016
19356	5379	1016
1687	4733	336
56601	83900	903
478	5889	690
60663	24974	846
35395	66233	139
78986	11119	342
11876	80480	526
84990	92833	842
53868	44609	389
6187	76018	1316
4941	28143	527
64350	35288	894
56103	33452	389
56103	50999	389
56103	91871	389
4941	25111	527
40944	87207	846
90063	34777	526
34500	49119	139
32292	89118	1232
4941	1740	527
85792	89207	903
15893	40511	526
55572	16806	1016
14532	37890	1016
25670	6448	847
53868	58237	690
45960	11425	1017
99089	83032	839
17154	87634	139
